Month,Day,Team,Away_Loss
4,3,Cardinals,1
4,4,Mariners,1
4,4,Mets,1
4,4,Phillies,1
4,4,Twins,1
4,5,Blue Jays,1
4,5,Cardinals,1
4,6,Astros,1
4,6,Blue Jays,1
4,6,Cardinals,1
4,6,Giants,1
4,6,Phillies,1
4,6,Red Sox,1
4,6,Rockies,1
4,6,Twins,1
4,7,Astros,1
4,7,Dodgers,1
4,7,Phillies,1
4,7,Twins,1
4,7,White Sox,1
4,8,Phillies,1
4,8,Rangers,1
4,8,Rays,1
4,8,Yankees,1
4,9,Astros,1
4,9,Cubs,1
4,9,Dodgers,1
4,9,Indians,1
4,9,Pirates,1
4,9,Twins,2
4,10,Astros,1
4,10,Dodgers,1
4,10,Marlins,1
4,10,Padres,1
4,10,Pirates,1
4,10,Rangers,1
4,10,Rays,1
4,10,Red Sox,1
4,10,Twins,1
4,11,Braves,1
4,11,Brewers,1
4,12,Braves,1
4,12,Indians,1
4,12,Padres,1
4,12,Pirates,1
4,12,Reds,1
4,12,Royals,1
4,13,Braves,1
4,13,Marlins,1
4,13,Orioles,1
4,13,Padres,1
4,13,Rangers,1
4,13,Yankees,1
4,14,Braves,1
4,14,Brewers,1
4,14,Diamondbacks,1
4,14,Giants,2
4,14,Padres,1
4,14,Reds,1
4,14,Yankees,1
4,15,Blue Jays,1
4,15,Diamondbacks,1
4,15,Orioles,1
4,15,Reds,1
4,16,Angels,2
4,16,Blue Jays,1
4,16,Brewers,1
4,16,Giants,1
4,16,Mets,1
4,16,Reds,1
4,16,Rockies,1
4,16,Royals,1
4,16,Tigers,1
4,16,White Sox,1
4,17,Angels,1
4,17,Brewers,1
4,17,Diamondbacks,1
4,17,Mariners,1
4,17,Nationals,1
4,17,Orioles,1
4,17,Reds,1
4,17,Royals,1
4,17,Tigers,1
4,17,White Sox,1
4,18,Giants,1
4,18,Nationals,1
4,19,Brewers,1
4,19,Dodgers,1
4,19,Mariners,1
4,19,Rockies,1
4,19,Tigers,1
4,20,Angels,2
4,20,Astros,1
4,20,Blue Jays,1
4,20,Cubs,1
4,20,Mets,1
4,20,Pirates,1
4,20,Rays,1
4,20,Rockies,1
4,21,Astros,1
4,21,Blue Jays,1
4,21,Nationals,1
4,21,Pirates,1
4,21,Tigers,1
4,21,Twins,1
4,22,Astros,1
4,22,Rays,1
4,22,Twins,1
4,23,Athletics,1
4,23,Cardinals,1
4,23,Cubs,1
4,23,Dodgers,1
4,23,Marlins,1
4,23,Orioles,1
4,23,Rangers,2
4,23,Rays,1
4,23,Red Sox,1
4,23,Twins,1
4,24,Athletics,1
4,24,Mariners,1
4,24,Marlins,1
4,24,Orioles,1
4,24,Phillies,1
4,24,Pirates,1
4,24,Rangers,1
4,24,Twins,1
4,25,Athletics,1
4,25,Orioles,1
4,25,Reds,1
4,26,Astros,1
4,26,Cardinals,1
4,26,Indians,1
4,26,Orioles,1
4,26,Padres,1
4,26,Reds,1
4,26,Royals,1
4,27,Astros,1
4,27,Athletics,1
4,27,Braves,1
4,27,Brewers,1
4,27,Indians,1
4,27,Padres,2
4,27,Reds,1
4,27,Royals,1
4,27,Yankees,1
4,28,Athletics,1
4,28,Brewers,1
4,28,Royals,1
4,28,White Sox,1
4,28,Yankees,1
4,29,Braves,1
4,29,Cardinals,1
4,29,Giants,1
4,29,Indians,1
4,29,Reds,1
4,29,White Sox,1
4,29,Yankees,1
4,30,Angels,1
4,30,Astros,2
4,30,Blue Jays,1
4,30,Giants,1
4,30,Indians,1
4,30,Reds,1
4,30,Royals,1
4,30,Yankees,1
5,1,Angels,1
5,1,Indians,1
5,1,Marlins,1
5,1,Padres,1
5,1,Royals,1
5,2,Angels,1
5,2,Braves,1
5,2,Yankees,1
5,3,Diamondbacks,1
5,3,Phillies,1
5,3,Rangers,1
5,3,Rockies,1
5,3,Tigers,1
5,3,Yankees,1
5,4,Angels,1
5,4,Braves,1
5,4,Diamondbacks,1
5,4,Dodgers,1
5,4,Giants,1
5,4,Nationals,1
5,4,Rangers,1
5,4,Red Sox,1
5,4,Rockies,1
5,4,Tigers,1
5,4,Twins,1
5,5,Brewers,1
5,5,Diamondbacks,1
5,5,Phillies,2
5,5,Rangers,1
5,5,Tigers,1
5,5,Twins,1
5,5,Yankees,1
5,6,Brewers,1
5,6,Dodgers,1
5,6,Mets,1
5,6,Nationals,2
5,6,Phillies,1
5,6,Red Sox,1
5,6,Royals,1
5,7,Athletics,1
5,7,Mariners,1
5,7,Mets,1
5,7,Nationals,1
5,7,Pirates,1
5,7,Red Sox,1
5,7,Rockies,2
5,7,Twins,2
5,8,Athletics,1
5,8,Mariners,1
5,8,Nationals,1
5,8,Royals,1
5,8,Twins,1
5,9,Athletics,1
5,9,Brewers,1
5,9,Pirates,1
5,9,Royals,1
5,9,Tigers,1
5,10,Athletics,1
5,10,Indians,1
5,10,Rays,1
5,10,Royals,1
5,11,Athletics,1
5,11,Blue Jays,1
5,11,Brewers,1
5,11,Diamondbacks,1
5,11,Indians,1
5,11,Mets,1
5,11,Padres,1
5,11,Phillies,1
5,11,Rays,2
5,11,Tigers,1
5,11,White Sox,2
5,12,Astros,1
5,12,Royals,1
5,12,Tigers,1
5,13,Marlins,1
5,13,Mets,1
5,13,Pirates,1
5,13,Reds,1
5,13,Tigers,1
5,13,Twins,1
5,14,Astros,1
5,14,Athletics,1
5,14,Braves,1
5,14,Cardinals,1
5,14,Marlins,1
5,14,Mets,1
5,14,Padres,1
5,14,Pirates,1
5,14,Reds,1
5,14,Tigers,1
5,14,White Sox,1
5,15,Astros,1
5,15,Blue Jays,2
5,15,Braves,1
5,15,Cardinals,1
5,15,Mets,2
5,15,Padres,1
5,15,White Sox,1
5,16,Braves,1
5,16,Reds,1
5,16,Twins,1
5,17,Braves,1
5,17,Marlins,1
5,17,Nationals,1
5,17,Rangers,1
5,17,Reds,1
5,17,Twins,1
5,17,Yankees,1
5,18,Angels,1
5,18,Cubs,1
5,18,Mariners,1
5,18,Marlins,1
5,18,Rangers,2
5,18,Red Sox,2
5,18,Twins,1
5,18,Yankees,1
5,19,Braves,1
5,19,Cubs,1
5,19,Dodgers,1
5,19,Rockies,2
5,20,Astros,1
5,20,Brewers,1
5,20,Dodgers,1
5,20,Rockies,1
5,21,Blue Jays,1
5,21,Brewers,1
5,21,Cubs,1
5,21,Diamondbacks,1
5,21,Dodgers,1
5,21,Indians,1
5,21,Nationals,1
5,21,Rays,1
5,22,Braves,1
5,22,Brewers,1
5,22,Dodgers,1
5,22,Indians,1
5,22,Orioles,1
5,22,Rays,1
5,22,Royals,1
5,23,Cubs,1
5,23,Indians,1
5,23,Phillies,1
5,23,Rays,1
5,23,Rockies,1
5,24,Blue Jays,1
5,24,Cubs,1
5,24,Diamondbacks,1
5,24,Mets,1
5,24,Padres,1
5,24,Phillies,1
5,24,Reds,1
5,24,Rockies,1
5,25,Angels,2
5,25,Athletics,1
5,25,Diamondbacks,1
5,25,Orioles,1
5,25,Padres,2
5,25,Reds,1
5,25,Rockies,1
5,25,Royals,1
5,26,Athletics,1
5,26,Cardinals,1
5,26,Diamondbacks,1
5,26,Orioles,1
5,26,Reds,1
5,27,Dodgers,1
5,27,Marlins,1
5,27,Orioles,1
5,27,Phillies,1
5,27,Red Sox,1
5,28,Astros,1
5,28,Giants,1
5,28,Marlins,1
5,28,Orioles,1
5,28,Phillies,1
5,28,Pirates,1
5,28,Red Sox,1
5,28,Reds,1
5,28,Tigers,1
5,28,White Sox,2
5,28,Yankees,1
5,29,Cardinals,1
5,29,Padres,2
5,29,Phillies,1
5,29,Pirates,1
5,29,Reds,1
5,29,Tigers,1
5,29,White Sox,1
5,30,Dodgers,1
5,30,Giants,1
5,30,Padres,1
5,30,Twins,1
5,30,White Sox,1
5,30,Yankees,1
5,31,Padres,1
5,31,Pirates,1
5,31,Rays,1
5,31,Tigers,1
5,31,Yankees,1
6,1,Cardinals,1
6,1,Giants,1
6,1,Pirates,1
6,1,Rangers,1
6,1,Rays,1
6,1,Red Sox,1
6,1,Reds,1
6,1,Tigers,1
6,1,Twins,2
6,1,Yankees,1
6,2,Diamondbacks,1
6,2,Dodgers,2
6,2,Mariners,1
6,2,Pirates,1
6,2,Rays,1
6,2,Red Sox,1
6,2,Royals,1
6,3,Brewers,1
6,3,Diamondbacks,1
6,3,Nationals,1
6,3,Rays,1
6,3,Royals,1
6,3,White Sox,1
6,3,Yankees,1
6,4,Angels,1
6,4,Athletics,2
6,4,Blue Jays,1
6,4,Braves,1
6,4,Diamondbacks,1
6,4,Giants,1
6,4,Mariners,1
6,4,Nationals,1
6,4,Rockies,1
6,4,Royals,1
6,4,White Sox,1
6,5,Athletics,1
6,5,Braves,2
6,5,Brewers,1
6,5,Mariners,2
6,5,Mets,1
6,5,Rockies,1
6,5,Royals,1
6,5,White Sox,1
6,5,Yankees,1
6,6,Angels,1
6,6,Blue Jays,1
6,6,Giants,1
6,6,Royals,1
6,7,Angels,1
6,7,Astros,1
6,7,Blue Jays,1
6,7,Braves,1
6,7,Cardinals,1
6,7,Cubs,1
6,7,Mets,2
6,7,Royals,1
6,8,Angels,1
6,8,Astros,1
6,8,Athletics,1
6,8,Braves,1
6,8,Indians,1
6,8,Marlins,1
6,8,Rays,1
6,8,Rockies,1
6,8,Royals,1
6,9,Angels,1
6,9,Astros,1
6,9,Athletics,1
6,9,Indians,1
6,9,Marlins,1
6,9,Pirates,1
6,9,Red Sox,1
6,10,Astros,1
6,10,Athletics,1
6,10,Cubs,1
6,10,Nationals,1
6,10,Orioles,1
6,10,Phillies,1
6,10,Tigers,1
6,11,Athletics,1
6,11,Dodgers,1
6,11,Mets,1
6,11,Orioles,1
6,11,Padres,1
6,11,Phillies,1
6,11,Rangers,1
6,11,Royals,1
6,12,Astros,1
6,12,Indians,1
6,12,Marlins,2
6,12,Mets,1
6,12,Orioles,1
6,12,Padres,1
6,12,Phillies,1
6,12,Red Sox,1
6,13,Cubs,1
6,13,Dodgers,1
6,14,Brewers,1
6,14,Dodgers,1
6,14,Indians,1
6,14,Mariners,1
6,14,Phillies,1
6,14,Rangers,1
6,14,Tigers,1
6,15,Brewers,2
6,15,Cubs,1
6,15,Indians,1
6,15,Mariners,1
6,15,Marlins,1
6,15,Orioles,1
6,15,Pirates,1
6,15,Reds,1
6,15,Twins,1
6,15,Yankees,2
6,16,Indians,1
6,16,Pirates,1
6,16,Reds,1
6,16,Tigers,1
6,16,Twins,1
6,17,Pirates,1
6,17,Rockies,1
6,17,White Sox,1
6,18,Angels,1
6,18,Blue Jays,1
6,18,Brewers,1
6,18,Mariners,1
6,18,Reds,1
6,18,Rockies,1
6,18,Tigers,1
6,18,White Sox,1
6,19,Blue Jays,1
6,19,Brewers,2
6,19,Mariners,1
6,19,Nationals,2
6,19,Pirates,1
6,19,Reds,1
6,19,Rockies,1
6,19,Tigers,2
6,19,White Sox,1
6,19,Yankees,1
6,20,Giants,1
6,20,Mariners,1
6,20,Pirates,1
6,20,Rays,1
6,21,Angels,1
6,21,Mariners,1
6,21,Nationals,1
6,21,Orioles,1
6,21,Rays,1
6,21,Royals,1
6,22,Angels,2
6,22,Braves,1
6,22,Brewers,1
6,22,Diamondbacks,1
6,22,Mariners,1
6,22,Nationals,1
6,22,Padres,1
6,22,Phillies,1
6,22,Rays,1
6,22,Rockies,1
6,22,Royals,1
6,23,Cubs,1
6,23,Mariners,1
6,23,Mets,1
6,23,Nationals,1
6,23,Phillies,1
6,23,Reds,1
6,23,White Sox,1
6,24,Dodgers,1
6,24,Rays,1
6,24,Twins,1
6,25,Blue Jays,1
6,25,Cardinals,1
6,25,Cubs,1
6,25,Diamondbacks,1
6,25,Dodgers,1
6,25,Nationals,2
6,25,Phillies,1
6,25,Rays,2
6,25,Twins,1
6,26,Astros,1
6,26,Athletics,1
6,26,Blue Jays,1
6,26,Cardinals,1
6,26,Cubs,1
6,26,Diamondbacks,1
6,26,Mets,1
6,26,Padres,1
6,26,Phillies,1
6,26,Rays,1
6,26,Red Sox,2
6,27,Dodgers,1
6,27,Mets,1
6,27,Red Sox,1
6,28,Blue Jays,1
6,28,Cardinals,1
6,28,Marlins,1
6,28,Mets,1
6,29,Marlins,1
6,29,Mets,1
6,29,Pirates,1
6,29,Rangers,1
6,29,Red Sox,1
6,30,Cubs,1
6,30,Dodgers,1
6,30,Giants,1
6,30,Marlins,1
6,30,Rangers,1
6,30,Reds,1
6,30,Twins,2
7,1,Angels,1
7,1,Cubs,1
7,1,Orioles,1
7,1,Reds,1
7,1,Royals,1
7,2,Brewers,2
7,2,Cubs,1
7,2,Indians,1
7,2,Marlins,1
7,2,Orioles,1
7,2,Rangers,1
7,2,Rockies,1
7,2,White Sox,1
7,2,Yankees,1
7,3,Angels,1
7,3,Brewers,1
7,3,Cubs,1
7,3,Giants,1
7,3,Indians,1
7,3,Orioles,2
7,3,Rangers,1
7,3,Reds,1
7,3,Rockies,2
7,3,Royals,1
7,3,Yankees,1
7,4,Angels,1
7,4,Braves,1
7,4,Mariners,1
7,4,Marlins,1
7,4,Rangers,1
7,4,Reds,1
7,4,Rockies,1
7,4,Royals,1
7,4,Tigers,1
7,4,Yankees,1
7,5,Braves,1
7,5,Orioles,1
7,5,Royals,1
7,5,Tigers,1
7,6,Athletics,2
7,6,Braves,1
7,6,Brewers,1
7,6,Mariners,1
7,6,Marlins,1
7,6,Padres,1
7,6,Rangers,1
7,6,Royals,1
7,7,Mariners,1
7,7,Nationals,1
7,7,Pirates,1
7,7,Rockies,1
7,7,Tigers,1
7,7,Yankees,1
7,8,Cubs,1
7,8,Mariners,1
7,8,Phillies,1
7,8,Rays,1
7,8,Reds,1
7,8,Tigers,1
7,8,Yankees,1
7,9,Angels,1
7,9,Athletics,1
7,9,Braves,1
7,9,Cardinals,1
7,9,Cubs,1
7,9,Diamondbacks,2
7,9,Mariners,1
7,9,Padres,2
7,9,Rays,1
7,9,Reds,1
7,9,Twins,1
7,10,Angels,1
7,10,Athletics,1
7,10,Padres,1
7,10,Phillies,1
7,10,Rays,1
7,10,Reds,1
7,10,Tigers,1
7,11,Diamondbacks,1
7,13,National League,1
7,15,Brewers,1
7,15,Pirates,1
7,15,Rangers,1
7,15,Royals,1
7,16,Astros,1
7,16,Blue Jays,2
7,16,Giants,1
7,16,Indians,1
7,16,Marlins,1
7,16,Mets,1
7,16,Pirates,1
7,16,Rangers,1
7,16,White Sox,1
7,17,Brewers,1
7,17,Dodgers,2
7,17,Giants,2
7,17,Orioles,1
7,17,Rockies,1
7,17,Royals,1
7,17,White Sox,2
7,18,Braves,1
7,18,Mets,1
7,18,Orioles,1
7,18,Red Sox,1
7,18,Twins,1
7,19,Astros,1
7,19,Brewers,1
7,19,Giants,1
7,19,Indians,1
7,19,Orioles,1
7,19,Padres,1
7,19,Rangers,1
7,19,Rays,1
7,19,White Sox,1
7,20,Astros,1
7,20,Braves,1
7,20,Dodgers,1
7,20,Giants,1
7,20,Marlins,1
7,20,Mets,1
7,20,Orioles,1
7,20,Padres,1
7,20,Rangers,1
7,20,White Sox,1
7,21,Brewers,1
7,21,Padres,2
7,21,Rangers,1
7,21,Twins,1
7,22,Braves,1
7,22,Diamondbacks,1
7,22,Giants,1
7,22,Indians,1
7,23,Angels,2
7,23,Braves,1
7,23,Cubs,1
7,23,Diamondbacks,1
7,23,Dodgers,1
7,23,Indians,1
7,23,Mets,1
7,23,Padres,1
7,23,Phillies,1
7,23,Rangers,1
7,23,Rays,1
7,24,Angels,1
7,24,Braves,2
7,24,Giants,1
7,24,Indians,1
7,24,Mariners,1
7,24,Phillies,1
7,24,Rays,2
7,24,Tigers,2
7,24,Twins,1
7,25,Diamondbacks,1
7,25,Padres,1
7,25,Rockies,1
7,26,Athletics,1
7,26,Cubs,2
7,26,Nationals,1
7,26,Padres,1
7,26,Phillies,1
7,27,Cardinals,1
7,27,Diamondbacks,1
7,27,Mariners,1
7,27,Phillies,1
7,27,Rays,1
7,27,Reds,1
7,28,Angels,1
7,28,Diamondbacks,1
7,28,Orioles,1
7,28,White Sox,1
7,28,Yankees,1
7,29,Astros,1
7,29,Athletics,1
7,29,Mariners,1
7,29,Orioles,1
7,29,Phillies,1
7,29,Red Sox,1
7,29,Royals,1
7,29,White Sox,1
7,29,Yankees,1
7,30,Astros,1
7,30,Athletics,1
7,30,Cardinals,1
7,30,Diamondbacks,1
7,30,Nationals,1
7,30,Orioles,1
7,30,Pirates,2
7,30,Royals,1
7,30,White Sox,1
7,30,Yankees,1
7,31,Astros,1
7,31,Athletics,1
7,31,Cardinals,1
7,31,Diamondbacks,1
7,31,Nationals,1
7,31,Phillies,1
7,31,Pirates,1
7,31,Red Sox,1
7,31,Reds,1
7,31,Rockies,1
7,31,Royals,2
7,31,White Sox,1
7,31,Yankees,1
8,1,Mariners,1
8,2,Blue Jays,1
8,2,Brewers,1
8,2,Cardinals,1
8,2,Giants,1
8,2,Marlins,1
8,2,Rangers,1
8,2,White Sox,1
8,2,Yankees,1
8,3,Athletics,1
8,3,Brewers,1
8,3,Dodgers,1
8,3,Giants,1
8,3,Marlins,2
8,3,Mets,1
8,3,Pirates,1
8,3,Rangers,1
8,3,Red Sox,1
8,3,Royals,1
8,3,White Sox,1
8,4,Athletics,1
8,4,Cardinals,1
8,4,Dodgers,1
8,4,Pirates,1
8,4,Red Sox,1
8,4,Royals,1
8,4,Twins,1
8,5,Giants,1
8,5,Indians,1
8,5,Mets,1
8,5,Reds,1
8,6,Angels,1
8,6,Blue Jays,1
8,6,Braves,1
8,6,Brewers,1
8,6,Mets,1
8,6,Orioles,1
8,6,Rangers,1
8,6,Red Sox,1
8,6,Reds,1
8,6,Twins,1
8,7,Angels,2
8,7,Blue Jays,1
8,7,Brewers,1
8,7,Giants,1
8,7,Indians,1
8,7,Marlins,1
8,7,Phillies,1
8,7,Red Sox,1
8,8,Rays,1
8,9,Astros,1
8,9,Giants,1
8,9,Orioles,1
8,9,Padres,1
8,9,Phillies,1
8,9,Reds,1
8,9,Tigers,1
8,9,Yankees,1
8,10,Angels,1
8,10,Indians,1
8,10,Orioles,1
8,10,Phillies,1
8,10,Rays,1
8,10,Reds,1
8,10,Tigers,1
8,11,Angels,2
8,11,Braves,2
8,11,Orioles,1
8,11,Padres,1
8,11,Rockies,1
8,11,Tigers,1
8,11,White Sox,1
8,12,Angels,1
8,12,Cardinals,2
8,12,Diamondbacks,1
8,12,Rays,1
8,12,Rockies,1
8,12,White Sox,1
8,13,Angels,1
8,13,Astros,1
8,13,Braves,1
8,13,Diamondbacks,1
8,13,Mariners,1
8,13,Padres,1
8,13,Pirates,1
8,13,Rays,1
8,13,Rockies,1
8,13,Royals,1
8,13,Tigers,1
8,14,Angels,1
8,14,Astros,1
8,14,Braves,1
8,14,Diamondbacks,1
8,14,Orioles,1
8,14,Padres,1
8,14,Reds,1
8,14,Rockies,1
8,14,White Sox,1
8,15,Blue Jays,1
8,15,Padres,1
8,16,Athletics,1
8,16,Brewers,1
8,16,Marlins,1
8,16,Mets,1
8,16,Padres,1
8,16,White Sox,1
8,17,Athletics,1
8,17,Brewers,1
8,17,Mariners,1
8,17,Marlins,1
8,17,Nationals,2
8,17,Padres,1
8,18,Astros,1
8,18,Athletics,1
8,18,Brewers,2
8,18,Dodgers,1
8,18,Marlins,1
8,18,Mets,1
8,18,Red Sox,1
8,18,White Sox,1
8,19,Blue Jays,1
8,19,Diamondbacks,1
8,19,Dodgers,1
8,19,Mariners,1
8,19,Mets,1
8,19,Twins,1
8,20,Athletics,1
8,20,Brewers,1
8,20,Cardinals,1
8,20,Cubs,1
8,20,Diamondbacks,1
8,20,Dodgers,1
8,20,Mets,1
8,20,Rangers,1
8,20,Twins,2
8,21,Athletics,1
8,21,Blue Jays,1
8,21,Brewers,1
8,21,Cubs,1
8,21,Diamondbacks,1
8,21,Nationals,1
8,21,Rangers,1
8,21,Red Sox,1
8,21,Twins,1
8,21,Yankees,1
8,22,Nationals,1
8,22,Rockies,1
8,23,Angels,1
8,23,Astros,1
8,23,Braves,1
8,23,Nationals,1
8,23,Rangers,1
8,23,Yankees,1
8,24,Giants,1
8,24,Indians,2
8,24,Phillies,1
8,24,Red Sox,1
8,24,Rockies,2
8,24,Royals,1
8,25,Braves,1
8,25,Giants,1
8,25,Mets,1
8,25,Orioles,1
8,25,Red Sox,1
8,26,Angels,1
8,26,Indians,1
8,26,Mariners,1
8,26,Orioles,1
8,26,Padres,1
8,26,Phillies,1
8,26,Rockies,1
8,26,Twins,1
8,27,Athletics,1
8,27,Braves,1
8,27,Cubs,1
8,27,Mariners,1
8,27,Orioles,1
8,27,Phillies,1
8,27,Rays,2
8,27,Reds,1
8,27,Royals,1
8,27,Twins,1
8,28,Braves,1
8,28,Cubs,1
8,28,Indians,2
8,28,Mariners,1
8,28,Reds,1
8,28,Twins,1
8,29,Marlins,1
8,29,Rays,1
8,29,Twins,1
8,29,White Sox,1
8,30,Athletics,1
8,30,Blue Jays,1
8,30,Dodgers,1
8,30,Mariners,1
8,30,Marlins,1
8,30,Padres,1
8,30,Pirates,1
8,30,Reds,1
8,30,Twins,1
8,30,White Sox,1
8,30,Yankees,1
8,31,Athletics,2
8,31,Diamondbacks,1
8,31,Dodgers,1
8,31,Mariners,2
8,31,Marlins,1
8,31,Padres,1
8,31,Pirates,1
8,31,Rays,1
8,31,Reds,2
8,31,Twins,1
8,31,White Sox,1
9,1,Cardinals,1
9,1,Padres,1
9,1,Pirates,1
9,2,Blue Jays,1
9,2,Cardinals,1
9,2,Giants,2
9,2,Marlins,1
9,2,White Sox,1
9,2,Yankees,1
9,3,Angels,1
9,3,Astros,2
9,3,Blue Jays,1
9,3,Cardinals,1
9,3,Diamondbacks,1
9,3,Marlins,1
9,3,Nationals,1
9,3,Tigers,1
9,3,White Sox,1
9,3,Yankees,1
9,4,Giants,1
9,4,Marlins,1
9,4,Padres,2
9,4,Red Sox,1
9,5,Blue Jays,1
9,5,Braves,1
9,5,Giants,1
9,5,Nationals,1
9,5,Rangers,1
9,5,Red Sox,1
9,6,Blue Jays,1
9,6,Braves,1
9,6,Diamondbacks,1
9,7,Angels,2
9,7,Astros,1
9,7,Blue Jays,1
9,7,Braves,1
9,7,Cardinals,1
9,7,Cubs,1
9,7,Diamondbacks,1
9,7,Orioles,1
9,7,Phillies,1
9,7,Tigers,2
9,8,Astros,1
9,8,Cubs,1
9,8,Diamondbacks,1
9,8,Giants,1
9,8,Rangers,1
9,8,Rays,1
9,8,Reds,1
9,8,Royals,1
9,9,Dodgers,1
9,9,Orioles,1
9,9,Phillies,1
9,9,Rangers,1
9,9,Rays,1
9,9,Rockies,1
9,10,Brewers,2
9,10,Cubs,1
9,10,Indians,1
9,10,Mets,1
9,10,Phillies,1
9,10,Rays,1
9,10,Red Sox,1
9,10,Royals,1
9,11,Dodgers,1
9,11,Phillies,1
9,11,Rangers,1
9,11,Rockies,1
9,12,Brewers,1
9,12,Marlins,1
9,12,Mets,1
9,12,Orioles,1
9,12,Pirates,1
9,12,Rays,1
9,12,Twins,1
9,13,Brewers,1
9,13,Dodgers,1
9,13,Indians,1
9,13,Rockies,1
9,14,Cubs,1
9,14,Indians,1
9,14,Mets,1
9,14,Pirates,1
9,14,Rockies,1
9,14,Twins,1
9,15,Indians,1
9,15,Rangers,1
9,15,Rockies,1
9,15,Yankees,1
9,16,Brewers,1
9,16,Cardinals,1
9,16,Dodgers,1
9,16,Marlins,1
9,16,Rays,1
9,16,Tigers,1
9,16,Twins,1
9,16,Yankees,1
9,17,Athletics,1
9,17,Cardinals,1
9,17,Marlins,1
9,17,Nationals,1
9,17,Padres,1
9,17,Tigers,1
9,17,Twins,1
9,17,White Sox,1
9,17,Yankees,1
9,18,Astros,1
9,18,Blue Jays,2
9,18,Dodgers,1
9,18,Nationals,1
9,18,Padres,2
9,18,Pirates,1
9,18,Rays,1
9,18,Twins,1
9,18,White Sox,1
9,19,Nationals,1
9,19,White Sox,1
9,19,Yankees,1
9,20,Angels,1
9,20,Diamondbacks,1
9,20,Giants,1
9,20,Nationals,1
9,20,Reds,1
9,20,Royals,1
9,20,White Sox,1
9,21,Angels,1
9,21,Blue Jays,1
9,21,Cardinals,1
9,21,Diamondbacks,1
9,21,Reds,1
9,21,Royals,1
9,21,White Sox,1
9,22,Giants,1
9,22,Phillies,1
9,22,Reds,1
9,22,Royals,1
9,22,Yankees,1
9,23,Cardinals,1
9,23,Diamondbacks,1
9,23,Nationals,1
9,23,Phillies,1
9,23,Pirates,1
9,23,Rockies,1
9,23,Royals,1
9,23,White Sox,1
9,23,Yankees,1
9,24,Braves,1
9,24,Diamondbacks,1
9,24,Giants,1
9,24,Mariners,1
9,24,Reds,1
9,24,Rockies,1
9,24,Yankees,1
9,25,Angels,1
9,25,Diamondbacks,1
9,25,Giants,1
9,25,Phillies,1
9,25,Rangers,1
9,25,Rockies,2
9,25,Yankees,1
9,26,Cardinals,1
9,26,Mets,1
9,27,Athletics,1
9,27,Diamondbacks,1
9,27,Indians,1
9,27,Orioles,1
9,27,Phillies,1
9,27,Rays,1
9,27,Red Sox,1
9,27,Twins,1
9,28,Athletics,1
9,28,Brewers,1
9,28,Cubs,1
9,28,Dodgers,1
9,28,Indians,1
9,28,Mariners,1
9,28,Phillies,1
9,28,Rays,1
9,28,Red Sox,1
9,28,Reds,1
9,28,Rockies,1
9,28,Twins,1
9,29,Athletics,1
9,29,Brewers,1
9,29,Diamondbacks,1
9,29,Dodgers,1
9,29,Phillies,1
9,29,Rays,1
9,29,Red Sox,1
9,29,Reds,1
9,30,Athletics,1
9,30,Blue Jays,1
9,30,Rockies,1
10,1,Astros,1
10,1,Athletics,1
10,1,Brewers,1
10,1,Cubs,1
10,1,Dodgers,2
10,1,Marlins,1
10,1,Orioles,1
10,1,Padres,1
10,1,Pirates,2
10,1,Rays,1
10,1,Tigers,1
10,1,Twins,1
10,2,Astros,1
10,2,Dodgers,1
10,2,Marlins,1
10,2,Mets,1
10,2,Padres,2
10,2,Pirates,1
10,2,Tigers,1
