Date,Home_Team,Home_Runs,Home_Hits,Home_Errors,Away_Team,Away_Runs,Away_Hits,Away_Errors
2016-09-03,Athletics,2,5,2,Red Sox,11,17,0
2016-09-03,Mariners,3,9,1,Angels,10,15,0
2016-09-03,Dodgers,5,9,0,Padres,1,4,0
2016-09-04,Rays,3,8,0,Blue Jays,5,10,0
2016-09-04,Reds,2,11,2,Cardinals,5,5,0
2016-09-04,Phillies,0,5,0,Braves,2,8,0
2016-09-04,Pirates,0,6,2,Brewers,10,11,0
2016-09-04,Orioles,2,6,1,Yankees,5,7,0
2016-09-04,Twins,11,18,3,White Sox,13,16,0
2016-09-04,Royals,5,7,0,Tigers,6,13,0
2016-09-04,Cubs,3,10,1,Giants,2,4,0
2016-09-04,Rangers,6,11,1,Astros,7,11,0
2016-09-04,Athletics,1,2,1,Red Sox,0,6,2
2016-09-04,Indians,6,10,2,Marlins,5,11,0
2016-09-04,Dodgers,7,9,1,Padres,4,7,0
2016-09-04,Rockies,5,11,0,Diamondbacks,8,10,1
2016-09-04,Mariners,2,8,0,Angels,4,10,0
2016-09-04,Mets,5,9,0,Nationals,1,9,0
2016-09-05,Yankees,5,8,0,Blue Jays,3,8,0
2016-09-05,Marlins,2,6,3,Phillies,6,8,0
2016-09-05,Rays,3,2,1,Orioles,7,9,0
2016-09-05,Reds,0,8,0,Mets,5,10,0
2016-09-05,Brewers,2,6,2,Cubs,7,10,0
2016-09-05,Twins,5,12,1,Royals,11,16,0
2016-09-05,Pirates,6,12,2,Cardinals,12,14,0
2016-09-05,Athletics,7,11,2,Angels,10,14,0
2016-09-05,Nationals,6,9,2,Braves,4,11,0
2016-09-05,Mariners,14,14,0,Rangers,6,7,0
2016-09-05,White Sox,3,10,1,Tigers,5,9,0
2016-09-05,Rockies,6,6,0,Giants,0,2,0
2016-09-05,Padres,2,6,0,Red Sox,1,7,0
2016-09-05,Indians,2,7,2,Astros,6,11,1
2016-09-05,Dodgers,10,11,0,Diamondbacks,2,4,0
2016-09-06,Yankees,7,7,0,Blue Jays,6,11,1
2016-09-06,Pirates,7,12,0,Cardinals,9,15,2
2016-09-06,Nationals,9,12,0,Braves,7,11,2
2016-09-06,Indians,3,7,0,Astros,4,7,1
2016-09-06,Marlins,3,7,0,Phillies,4,10,1
2016-09-06,Rays,2,8,1,Orioles,11,14,1
2016-09-06,Reds,3,5,1,Mets,5,8,1
2016-09-06,Twins,3,8,1,Royals,10,10,0
2016-09-06,Brewers,12,16,0,Cubs,5,8,2
2016-09-06,White Sox,2,8,0,Tigers,0,7,0
2016-09-06,Rockies,2,4,1,Giants,3,8,0
2016-09-06,Athletics,3,4,1,Angels,2,5,0
2016-09-06,Mariners,7,12,1,Rangers,10,15,2
2016-09-06,Padres,1,9,0,Red Sox,5,10,0
2016-09-06,Dodgers,5,11,0,Diamondbacks,2,4,0
2016-09-07,Reds,3,13,1,Mets,6,13,0
2016-09-07,Rays,7,13,1,Orioles,6,10,0
2016-09-07,White Sox,7,13,0,Tigers,4,10,1
2016-09-07,Athletics,4,10,0,Angels,1,2,1
2016-09-07,Yankees,2,9,0,Blue Jays,0,5,1
2016-09-07,Pirates,4,11,1,Cardinals,3,9,0
2016-09-07,Nationals,5,15,0,Braves,4,13,0
2016-09-07,Indians,6,12,0,Astros,5,12,0
2016-09-07,Marlins,6,13,0,Phillies,0,4,1
2016-09-07,Twins,6,12,1,Royals,5,11,1
2016-09-07,Brewers,2,5,0,Cubs,1,3,0
2016-09-07,Rockies,6,11,0,Giants,5,13,0
2016-09-07,Padres,2,7,1,Red Sox,7,9,0
2016-09-07,Mariners,8,8,1,Rangers,3,7,0
2016-09-07,Dodgers,3,4,1,Diamondbacks,1,7,0
2016-09-08,Indians,10,9,0,Astros,7,9,0
2016-09-08,Yankees,5,10,0,Rays,4,12,1
2016-09-08,Pirates,4,11,1,Reds,1,6,0
2016-09-08,Nationals,1,5,1,Phillies,4,6,1
2016-09-08,Cardinals,5,11,1,Brewers,12,17,2
2016-09-08,Mariners,6,11,0,Rangers,3,8,0
2016-09-08,Padres,14,12,0,Rockies,1,8,2
2016-09-09,Yankees,7,9,0,Rays,5,12,0
2016-09-09,Pirates,3,10,0,Reds,4,10,0
2016-09-09,Nationals,5,9,0,Phillies,4,7,0
2016-09-09,Blue Jays,3,9,2,Red Sox,13,18,1
2016-09-09,Tigers,4,9,0,Orioles,3,5,0
2016-09-09,Marlins,4,8,0,Dodgers,1,7,0
2016-09-09,Braves,4,11,1,Mets,6,6,0
2016-09-09,Twins,4,6,2,Indians,5,9,1
2016-09-09,Astros,0,7,0,Cubs,2,5,0
2016-09-09,White Sox,7,13,3,Royals,2,7,1
2016-09-09,Cardinals,4,5,1,Brewers,3,9,1
2016-09-09,Diamondbacks,6,10,1,Giants,7,12,0
2016-09-09,Angels,1,4,0,Rangers,2,8,0
2016-09-09,Athletics,2,7,0,Mariners,3,6,0
2016-09-09,Padres,1,5,0,Rockies,4,9,0
2016-09-10,Blue Jays,3,6,1,Red Sox,2,4,1
2016-09-10,Astros,2,5,1,Cubs,1,2,1
2016-09-10,Yankees,5,6,0,Rays,1,6,1
2016-09-10,Athletics,3,9,0,Mariners,14,17,1
2016-09-10,Pirates,7,10,0,Reds,8,15,1
2016-09-10,Nationals,3,7,0,Phillies,0,5,0
2016-09-10,Braves,4,8,2,Mets,3,7,0
2016-09-10,Twins,2,7,0,Indians,1,7,0
2016-09-10,Marlins,0,2,0,Dodgers,5,8,1
2016-09-10,Tigers,3,8,0,Orioles,11,12,0
2016-09-10,White Sox,5,13,1,Royals,6,7,0
2016-09-10,Cardinals,5,8,0,Brewers,1,6,1
2016-09-10,Diamondbacks,3,5,0,Giants,11,19,0
2016-09-10,Padres,6,8,1,Rockies,3,4,1
2016-09-10,Angels,5,9,0,Rangers,8,12,1
2016-09-11,Yankees,2,7,0,Rays,4,9,1
2016-09-11,Blue Jays,8,8,1,Red Sox,11,11,2
2016-09-11,Marlins,3,10,0,Dodgers,0,4,2
2016-09-11,Tigers,1,5,0,Orioles,3,8,0
2016-09-11,Braves,3,11,0,Mets,10,11,0
2016-09-11,Pirates,0,7,1,Reds,8,13,1
2016-09-11,Nationals,3,4,1,Phillies,2,7,0
2016-09-11,White Sox,0,2,0,Royals,2,10,0
2016-09-11,Twins,1,5,4,Indians,7,13,1
2016-09-11,Cardinals,1,5,0,Brewers,2,4,1
2016-09-11,Angels,3,8,0,Rangers,2,5,0
2016-09-11,Athletics,2,7,1,Mariners,3,12,0
2016-09-11,Diamondbacks,3,11,0,Giants,5,8,0
2016-09-11,Padres,2,5,0,Rockies,3,7,0
2016-09-11,Astros,5,7,1,Cubs,9,10,0
2016-09-12,Phillies,6,9,2,Pirates,2,5,1
2016-09-12,Yankees,2,5,1,Dodgers,8,12,0
2016-09-12,Nationals,8,10,0,Mets,1,5,0
2016-09-12,Blue Jays,3,6,1,Rays,2,4,0
2016-09-12,Braves,12,17,0,Marlins,7,17,1
2016-09-12,Red Sox,12,16,1,Orioles,2,2,1
2016-09-12,Reds,3,7,1,Brewers,0,6,0
2016-09-12,Tigers,4,6,0,Twins,2,5,0
2016-09-12,Royals,3,7,1,Athletics,16,17,0
2016-09-12,Astros,3,7,1,Rangers,4,9,0
2016-09-12,White Sox,11,16,2,Indians,4,8,2
2016-09-12,Cardinals,1,1,1,Cubs,4,7,0
2016-09-12,Diamondbacks,12,16,1,Rockies,9,14,1
2016-09-12,Angels,1,6,1,Mariners,8,11,1
2016-09-12,Giants,0,5,0,Padres,4,9,0
2016-09-13,Phillies,3,6,0,Pirates,5,7,1
2016-09-13,Yankees,3,8,0,Dodgers,0,5,0
2016-09-13,Nationals,3,8,0,Mets,4,12,1
2016-09-13,Blue Jays,2,9,0,Rays,6,7,0
2016-09-13,Braves,5,9,1,Marlins,7,10,1
2016-09-13,Red Sox,3,9,0,Orioles,6,9,1
2016-09-13,Reds,6,10,0,Brewers,4,4,2
2016-09-13,Tigers,1,6,0,Twins,8,13,0
2016-09-13,Royals,4,10,2,Athletics,5,6,1
2016-09-13,Astros,2,4,1,Rangers,3,6,0
2016-09-13,White Sox,8,9,1,Indians,1,6,0
2016-09-13,Cardinals,4,7,0,Cubs,2,4,0
2016-09-13,Diamondbacks,11,17,0,Rockies,4,8,0
2016-09-13,Angels,0,3,1,Mariners,8,10,1
2016-09-13,Giants,4,12,0,Padres,6,12,0
2016-09-14,Blue Jays,1,2,0,Rays,8,13,1
2016-09-14,Cardinals,0,3,0,Cubs,7,12,0
2016-09-14,Giants,1,4,0,Padres,3,8,0
2016-09-14,Yankees,0,3,3,Dodgers,2,4,1
2016-09-14,Nationals,1,6,0,Mets,0,3,0
2016-09-14,Phillies,6,15,0,Pirates,2,9,2
2016-09-14,Braves,5,9,1,Marlins,7,8,0
2016-09-14,Red Sox,0,4,0,Orioles,1,5,1
2016-09-14,Tigers,9,13,0,Twins,6,6,0
2016-09-14,Reds,0,6,1,Brewers,7,6,1
2016-09-14,Royals,0,4,1,Athletics,8,13,0
2016-09-14,Astros,8,12,1,Rangers,4,8,0
2016-09-14,White Sox,1,6,0,Indians,6,10,1
2016-09-14,Diamondbacks,11,17,0,Rockies,6,13,2
2016-09-14,Angels,1,5,0,Mariners,2,6,0
2016-09-15,Tigers,1,9,1,Twins,5,11,0
2016-09-15,White Sox,2,9,1,Indians,1,4,0
2016-09-15,Phillies,2,5,1,Pirates,15,13,0
2016-09-15,Orioles,6,9,0,Rays,7,12,1
2016-09-15,Red Sox,7,9,0,Yankees,5,14,0
2016-09-15,Royals,5,9,1,Athletics,14,16,1
2016-09-15,Cubs,4,10,2,Brewers,5,7,0
2016-09-15,Diamondbacks,7,6,0,Dodgers,3,9,0
2016-09-15,Angels,2,6,1,Blue Jays,7,10,1
2016-09-15,Giants,6,12,0,Cardinals,2,5,1
2016-09-16,Cubs,5,11,1,Brewers,4,10,1
2016-09-16,Orioles,5,9,1,Rays,4,10,2
2016-09-16,Phillies,4,13,1,Marlins,3,13,0
2016-09-16,Indians,11,14,0,Tigers,4,5,3
2016-09-16,Reds,7,9,0,Pirates,9,12,1
2016-09-16,Red Sox,7,12,0,Yankees,4,9,0
2016-09-16,Mets,3,7,1,Twins,0,3,0
2016-09-16,Braves,2,9,0,Nationals,7,12,1
2016-09-16,Rangers,7,12,0,Athletics,6,10,1
2016-09-16,Royals,4,7,0,White Sox,7,11,1
2016-09-16,Rockies,8,14,0,Padres,7,10,1
2016-09-16,Diamondbacks,2,6,1,Dodgers,3,5,0
2016-09-16,Angels,0,8,0,Blue Jays,5,10,0
2016-09-16,Mariners,0,3,2,Astros,6,10,0
2016-09-16,Giants,8,7,1,Cardinals,2,7,1
2016-09-17,Reds,4,11,3,Pirates,10,11,2
2016-09-17,Braves,7,13,1,Nationals,3,7,0
2016-09-17,Red Sox,6,10,0,Yankees,5,9,0
2016-09-17,Cubs,3,8,1,Brewers,11,8,0
2016-09-17,Indians,1,4,0,Tigers,0,4,0
2016-09-17,Reds,3,7,1,Pirates,7,11,0
2016-09-17,Phillies,8,11,0,Marlins,0,3,0
2016-09-17,Orioles,2,7,1,Rays,5,6,0
2016-09-17,Mets,3,10,0,Twins,2,8,0
2016-09-17,Royals,3,7,0,White Sox,2,8,0
2016-09-17,Rangers,2,6,0,Athletics,11,12,0
2016-09-17,Diamondbacks,2,6,1,Dodgers,6,11,1
2016-09-17,Rockies,8,12,0,Padres,0,4,0
2016-09-17,Angels,6,8,0,Blue Jays,1,10,3
2016-09-17,Giants,2,9,1,Cardinals,3,7,1
2016-09-17,Mariners,1,7,0,Astros,2,5,0
2016-09-18,Indians,5,7,0,Tigers,9,11,2
2016-09-18,Reds,7,14,2,Pirates,4,7,1
2016-09-18,Mets,3,7,0,Twins,2,8,1
2016-09-18,Orioles,2,8,0,Rays,1,6,1
2016-09-18,Phillies,4,8,2,Marlins,5,8,0
2016-09-18,Braves,6,12,0,Nationals,2,7,0
2016-09-18,Royals,10,12,0,White Sox,3,11,1
2016-09-18,Cubs,1,9,0,Brewers,3,7,0
2016-09-18,Rangers,2,8,0,Athletics,5,8,1
2016-09-18,Angels,4,10,0,Blue Jays,0,4,1
2016-09-18,Giants,0,5,0,Cardinals,3,9,2
2016-09-18,Mariners,7,12,0,Astros,3,5,0
2016-09-18,Diamondbacks,10,16,0,Dodgers,9,10,1
2016-09-18,Rockies,6,10,1,Padres,3,6,0
2016-09-18,Red Sox,5,10,0,Yankees,4,11,1
2016-09-19,Royals,8,12,0,White Sox,3,9,1
2016-09-19,Orioles,2,4,1,Red Sox,5,9,0
2016-09-19,Marlins,4,7,1,Nationals,3,9,2
2016-09-19,Mets,3,8,0,Braves,7,13,0
2016-09-19,Cubs,5,9,1,Reds,2,6,0
2016-09-19,Rangers,3,12,1,Angels,2,5,0
2016-09-19,Rockies,3,8,1,Cardinals,5,11,0
2016-09-19,Athletics,2,3,0,Astros,4,7,0
2016-09-19,Dodgers,2,6,1,Giants,1,3,0
2016-09-19,Mariners,2,3,0,Blue Jays,3,8,0
2016-09-19,Padres,3,8,0,Diamondbacks,2,7,1
2016-09-20,Phillies,7,12,0,White Sox,6,10,1
2016-09-20,Orioles,2,6,0,Red Sox,5,11,0
2016-09-20,Indians,2,5,1,Royals,1,6,1
2016-09-20,Marlins,1,3,0,Nationals,0,4,0
2016-09-20,Mets,4,9,0,Braves,5,10,0
2016-09-20,Rays,3,5,0,Yankees,5,10,1
2016-09-20,Cubs,6,11,1,Reds,1,7,0
2016-09-20,Rangers,5,12,1,Angels,4,8,0
2016-09-20,Twins,1,3,0,Tigers,8,11,0
2016-09-20,Brewers,3,7,0,Pirates,6,13,2
2016-09-20,Rockies,5,12,1,Cardinals,10,14,0
2016-09-20,Athletics,1,3,0,Astros,2,8,0
2016-09-20,Mariners,2,7,1,Blue Jays,10,14,0
2016-09-20,Padres,5,4,1,Diamondbacks,2,4,0
2016-09-20,Dodgers,0,9,0,Giants,2,11,1
2016-09-21,Rockies,11,12,0,Cardinals,1,8,2
2016-09-21,Athletics,5,7,0,Astros,6,9,1
2016-09-21,Mariners,2,6,0,Blue Jays,1,6,2
2016-09-21,Phillies,8,10,1,White Sox,3,7,0
2016-09-21,Orioles,1,4,3,Red Sox,5,6,0
2016-09-21,Indians,4,13,0,Royals,3,7,0
2016-09-21,Marlins,3,4,3,Nationals,8,8,0
2016-09-21,Mets,3,7,2,Braves,4,9,0
2016-09-21,Rays,5,8,0,Yankees,11,17,0
2016-09-21,Rangers,4,8,2,Angels,5,8,0
2016-09-21,Cubs,9,15,1,Reds,2,6,1
2016-09-21,Brewers,1,7,1,Pirates,4,9,0
2016-09-21,Padres,2,4,0,Diamondbacks,3,5,0
2016-09-21,Dodgers,9,12,1,Giants,3,7,1
2016-09-22,Twins,2,5,1,Tigers,9,9,1
2016-09-22,Orioles,3,6,1,Red Sox,5,9,0
2016-09-22,Indians,5,5,1,Royals,2,6,0
2016-09-22,Marlins,3,6,0,Braves,6,7,1
2016-09-22,Mets,9,11,0,Phillies,8,9,1
2016-09-22,Rays,2,7,1,Yankees,0,8,0
2016-09-22,Astros,0,8,1,Angels,2,5,1
2016-09-22,Brewers,3,4,0,Pirates,1,5,0
2016-09-22,Twins,2,4,2,Tigers,4,6,0
2016-09-22,Dodgers,7,9,1,Rockies,4,7,0
2016-09-22,Padres,1,6,0,Giants,2,6,1
2016-09-23,Cubs,5,9,0,Cardinals,0,5,0
2016-09-23,Orioles,3,9,0,Diamondbacks,2,9,2
2016-09-23,Pirates,6,12,3,Nationals,5,13,0
2016-09-23,Blue Jays,9,13,1,Yankees,0,3,2
2016-09-23,Indians,10,13,0,White Sox,4,7,2
2016-09-23,Mets,10,10,1,Phillies,5,10,2
2016-09-23,Marlins,2,3,2,Braves,3,9,0
2016-09-23,Rays,1,6,0,Red Sox,2,9,0
2016-09-23,Tigers,8,9,0,Royals,3,11,3
2016-09-23,Twins,1,5,2,Mariners,10,13,0
2016-09-23,Astros,6,8,0,Angels,10,12,2
2016-09-23,Brewers,5,8,2,Reds,4,9,1
2016-09-23,Athletics,0,7,0,Rangers,3,4,0
2016-09-23,Dodgers,5,8,2,Rockies,2,8,0
2016-09-23,Padres,7,8,0,Giants,2,4,0
2016-09-24,Tigers,4,14,1,Royals,7,10,1
2016-09-24,Cubs,4,8,1,Cardinals,10,14,0
2016-09-24,Athletics,0,5,1,Rangers,5,9,0
2016-09-24,Blue Jays,3,6,0,Yankees,0,3,0
2016-09-24,Rays,4,11,0,Red Sox,6,8,0
2016-09-24,Pirates,1,8,3,Nationals,6,12,0
2016-09-24,Orioles,6,10,0,Diamondbacks,1,7,2
2016-09-24,Twins,3,3,2,Mariners,2,5,0
2016-09-24,Indians,1,8,3,White Sox,8,15,1
2016-09-24,Marlins,6,9,0,Braves,4,8,0
2016-09-24,Mets,8,11,0,Phillies,10,17,2
2016-09-24,Astros,4,8,2,Angels,10,12,1
2016-09-24,Brewers,1,6,1,Reds,6,10,0
2016-09-24,Padres,6,8,2,Giants,9,12,1
2016-09-24,Dodgers,14,13,0,Rockies,1,6,3
2016-09-25,Blue Jays,4,9,0,Yankees,3,8,1
2016-09-25,Indians,0,2,3,White Sox,3,6,0
2016-09-25,Mets,17,14,1,Phillies,0,3,0
2016-09-25,Rays,2,7,1,Red Sox,3,8,0
2016-09-25,Tigers,9,17,0,Royals,12,19,0
2016-09-25,Pirates,7,7,1,Nationals,10,14,0
2016-09-25,Orioles,2,5,1,Diamondbacks,1,4,1
2016-09-25,Twins,3,9,3,Mariners,4,6,0
2016-09-25,Astros,4,9,0,Angels,1,7,0
2016-09-25,Brewers,2,7,2,Reds,4,8,1
2016-09-25,Athletics,7,13,0,Rangers,1,5,0
2016-09-25,Dodgers,4,12,0,Rockies,3,8,1
2016-09-25,Padres,4,8,1,Giants,3,7,0
2016-09-25,Cubs,3,8,0,Cardinals,1,5,0
2016-09-26,Pirates,2,10,2,Cubs,12,18,0
2016-09-26,Nationals,4,8,1,Diamondbacks,14,13,0
2016-09-26,Blue Jays,5,6,2,Yankees,7,11,1
2016-09-26,Marlins,7,14,1,Mets,3,7,0
2016-09-26,Tigers,4,10,1,Indians,7,8,0
2016-09-26,Rangers,3,8,0,Brewers,8,10,1
2016-09-26,Astros,3,10,1,Mariners,4,12,0
2016-09-26,White Sox,7,11,1,Rays,1,9,0
2016-09-26,Cardinals,2,6,0,Reds,15,22,0
2016-09-26,Angels,2,6,0,Athletics,1,4,0
2016-09-27,Yankees,6,14,1,Red Sox,4,10,0
2016-09-27,Nationals,4,3,0,Diamondbacks,2,6,0
2016-09-27,Pirates,4,8,1,Cubs,6,8,2
2016-09-27,Blue Jays,5,9,0,Orioles,1,8,1
2016-09-27,Braves,7,10,1,Phillies,6,14,0
2016-09-27,Marlins,1,6,0,Mets,12,19,1
2016-09-27,Tigers,12,16,0,Indians,0,4,0
2016-09-27,Royals,4,7,1,Twins,3,8,0
2016-09-27,Rangers,6,7,0,Brewers,4,10,1
2016-09-27,Astros,8,11,0,Mariners,4,11,2
2016-09-27,White Sox,13,14,1,Rays,6,11,1
2016-09-27,Cardinals,12,13,0,Reds,5,12,0
2016-09-27,Angels,8,12,1,Athletics,1,6,1
2016-09-27,Padres,7,6,0,Dodgers,1,5,1
2016-09-27,Giants,12,19,0,Rockies,3,8,0
2016-09-28,Astros,4,11,1,Mariners,12,15,0
2016-09-28,Yankees,5,3,1,Red Sox,3,5,0
2016-09-28,Pirates,8,12,2,Cubs,4,4,0
2016-09-28,Nationals,0,5,1,Diamondbacks,3,8,0
2016-09-28,Blue Jays,2,6,0,Orioles,3,11,2
2016-09-28,Braves,12,13,0,Phillies,2,4,1
2016-09-28,Marlins,2,7,0,Mets,5,10,1
2016-09-28,Tigers,6,8,1,Indians,3,7,0
2016-09-28,Royals,5,8,0,Twins,2,8,1
2016-09-28,Rangers,8,10,2,Brewers,5,10,2
2016-09-28,White Sox,1,5,0,Rays,0,3,0
2016-09-28,Cardinals,1,7,2,Reds,2,10,0
2016-09-28,Angels,8,10,0,Athletics,6,9,2
2016-09-28,Padres,6,8,0,Dodgers,5,9,1
2016-09-28,Giants,0,5,0,Rockies,2,9,0
2016-09-29,Nationals,5,7,0,Diamondbacks,3,6,0
2016-09-29,Yankees,5,8,0,Red Sox,1,4,0
2016-09-29,Pirates,1,2,0,Cubs,1,4,1
2016-09-29,Blue Jays,0,3,0,Orioles,4,9,0
2016-09-29,Braves,5,7,0,Phillies,2,9,0
2016-09-29,Cardinals,4,9,0,Reds,3,12,1
2016-09-29,Royals,6,13,2,Twins,7,13,0
2016-09-29,White Sox,3,8,0,Rays,5,11,0
2016-09-29,Padres,4,14,0,Dodgers,9,15,2
2016-09-29,Mariners,3,12,0,Athletics,2,9,0
2016-09-29,Giants,7,10,0,Rockies,2,10,2
2016-09-30,Phillies,1,7,1,Mets,5,9,0
2016-09-30,Nationals,4,7,2,Marlins,7,12,0
2016-09-30,Yankees,1,3,1,Orioles,8,10,1
2016-09-30,Red Sox,5,10,0,Blue Jays,3,10,2
2016-09-30,Reds,3,5,0,Cubs,7,8,0
2016-09-30,Braves,2,6,0,Tigers,6,11,0
2016-09-30,Rangers,3,10,2,Rays,1,4,0
2016-09-30,Rockies,4,10,0,Brewers,1,8,0
2016-09-30,White Sox,7,12,1,Twins,3,6,0
2016-09-30,Cardinals,7,7,0,Pirates,0,5,2
2016-09-30,Royals,2,5,2,Indians,7,10,0
2016-09-30,Diamondbacks,5,6,3,Padres,3,9,0
2016-09-30,Angels,7,6,0,Astros,1,8,1
2016-09-30,Mariners,5,7,1,Athletics,1,2,0
2016-09-30,Giants,9,13,0,Dodgers,3,9,0
2016-10-01,Cardinals,4,11,0,Pirates,3,7,0
2016-10-01,Phillies,3,8,0,Mets,5,11,0
2016-10-01,Nationals,2,7,1,Marlins,1,4,0
2016-10-01,Giants,3,7,0,Dodgers,0,3,1
2016-10-01,Yankees,7,12,0,Orioles,3,9,0
2016-10-01,Reds,7,10,0,Cubs,4,8,1
2016-10-01,Royals,3,8,1,Indians,6,8,0
2016-10-01,Braves,5,8,0,Tigers,3,7,0
2016-10-01,Red Sox,3,5,0,Blue Jays,4,4,0
2016-10-01,White Sox,0,4,0,Twins,6,5,0
2016-10-01,Rangers,1,3,1,Rays,4,5,1
2016-10-01,Rockies,3,12,1,Brewers,4,7,1
2016-10-01,Diamondbacks,9,10,0,Padres,5,11,3
2016-10-01,Angels,0,4,1,Astros,3,10,0
2016-10-01,Mariners,8,13,2,Athletics,9,16,1
2016-10-02,Rangers,4,11,2,Rays,6,13,0
2016-10-02,Angels,8,9,0,Astros,1,7,0
2016-10-02,Yankees,2,10,0,Orioles,5,7,0
2016-10-02,Phillies,5,10,0,Mets,2,8,3
2016-10-02,Giants,7,16,0,Dodgers,1,4,1
2016-10-02,Red Sox,1,4,1,Blue Jays,2,9,0
2016-10-02,Nationals,10,10,0,Marlins,7,14,0
2016-10-02,Mariners,2,6,0,Athletics,3,7,0
2016-10-02,Braves,1,6,0,Tigers,0,5,1
2016-10-02,Diamondbacks,3,9,0,Padres,2,7,0
2016-10-02,Reds,4,6,0,Cubs,7,9,0
2016-10-02,Rockies,4,13,0,Brewers,6,10,1
2016-10-02,White Sox,3,6,0,Twins,6,9,0
2016-10-02,Cardinals,10,12,0,Pirates,4,9,2
2016-10-02,Royals,2,6,0,Indians,3,4,0
